"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	17301	4467634	387.3
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	4230	4467634	94.7
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the digestive system"	"K00-K92"	1588	4467634	35.5
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	61	4467634	1.4
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	246	4467634	5.5
	"Alabama"	"01"	"2001"	"2001"	"Diseases of the genitourinary system"	"N00-N98"	1335	4467634	29.9
	"Alabama"	"01"	"2001"	"2001"	"Certain conditions originating in the perinatal period"	"P00-P96"	271	4467634	6.1
	"Alabama"	"01"	"2001"	"2001"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	175	4467634	3.9
	"Alabama"	"01"	"2001"	"2001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	976	4467634	21.8
	"Alabama"	"01"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	3255	4467634	72.9
"Total"	"Alabama"	"01"	"2001"	"2001"			45316	4467634	1014.3
	"Alabama"	"01"	"2002"	"2002"	"Certain infectious and parasitic diseases"	"A00-B99"	1215	4480089	27.1
	"Alabama"	"01"	"2002"	"2002"	"Neoplasms"	"C00-D48"	9922	4480089	221.5
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	221	4480089	4.9
	"Alabama"	"01"	"2002"	"2002"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1931	4480089	43.1
	"Alabama"	"01"	"2002"	"2002"	"Mental and behavioural disorders"	"F01-F99"	845	4480089	18.9
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the nervous system"	"G00-G98"	1911	4480089	42.7
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	17436	4480089	389.2
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	4471	4480089	99.8
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the digestive system"	"K00-K92"	1561	4480089	34.8
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	91	4480089	2.0
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	240	4480089	5.4
	"Alabama"	"01"	"2002"	"2002"	"Diseases of the genitourinary system"	"N00-N98"	1368	4480089	30.5
	"Alabama"	"01"	"2002"	"2002"	"Certain conditions originating in the perinatal period"	"P00-P96"	268	4480089	6.0
	"Alabama"	"01"	"2002"	"2002"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	168	4480089	3.7
	"Alabama"	"01"	"2002"	"2002"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1160	4480089	25.9
	"Alabama"	"01"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	3252	4480089	72.6
"Total"	"Alabama"	"01"	"2002"	"2002"			46069	4480089	1028.3
	"Alabama"	"01"	"2003"	"2003"	"Certain infectious and parasitic diseases"	"A00-B99"	1350	4503491	30.0
	"Alabama"	"01"	"2003"	"2003"	"Neoplasms"	"C00-D48"	10022	4503491	222.5
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	210	4503491	4.7
	"Alabama"	"01"	"2003"	"2003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1863	4503491	41.4
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders"	"F01-F99"	960	4503491	21.3
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	2019	4503491	44.8
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	17338	4503491	385.0
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	4508	4503491	100.1
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the digestive system"	"K00-K92"	1592	4503491	35.4
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	71	4503491	1.6
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	252	4503491	5.6
	"Alabama"	"01"	"2003"	"2003"	"Diseases of the genitourinary system"	"N00-N98"	1425	4503491	31.6
	"Alabama"	"01"	"2003"	"2003"	"Certain conditions originating in the perinatal period"	"P00-P96"	242	4503491	5.4
	"Alabama"	"01"	"2003"	"2003"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	167	4503491	3.7
	"Alabama"	"01"	"2003"	"2003"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1457	4503491	32.4
	"Alabama"	"01"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	3228	4503491	71.7
"Total"	"Alabama"	"01"	"2003"	"2003"			46716	4503491	1037.3
	"Alabama"	"01"	"2004"	"2004"	"Certain infectious and parasitic diseases"	"A00-B99"	1251	4530729	27.6
	"Alabama"	"01"	"2004"	"2004"	"Neoplasms"	"C00-D48"	9993	4530729	220.6
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	237	4530729	5.2
	"Alabama"	"01"	"2004"	"2004"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1885	4530729	41.6
	"Alabama"	"01"	"2004"	"2004"	"Mental and behavioural disorders"	"F01-F99"	1014	4530729	22.4
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	2125	4530729	46.9
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	16865	4530729	372.2
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	4271	4530729	94.3
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the digestive system"	"K00-K92"	1596	4530729	35.2
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	77	4530729	1.7
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	243	4530729	5.4
	"Alabama"	"01"	"2004"	"2004"	"Diseases of the genitourinary system"	"N00-N98"	1385	4530729	30.6
	"Alabama"	"01"	"2004"	"2004"	"Certain conditions originating in the perinatal period"	"P00-P96"	240	4530729	5.3
	"Alabama"	"01"	"2004"	"2004"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	183	4530729	4.0
	"Alabama"	"01"	"2004"	"2004"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1322	4530729	29.2
	"Alabama"	"01"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	3428	4530729	75.7
"Total"	"Alabama"	"01"	"2004"	"2004"			46121	4530729	1018.0
	"Alabama"	"01"	"2005"	"2005"	"Certain infectious and parasitic diseases"	"A00-B99"	1303	4569805	28.5
	"Alabama"	"01"	"2005"	"2005"	"Neoplasms"	"C00-D48"	10142	4569805	221.9
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	214	4569805	4.7
	"Alabama"	"01"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1941	4569805	42.5
	"Alabama"	"01"	"2005"	"2005"	"Mental and behavioural disorders"	"F01-F99"	1217	4569805	26.6
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the nervous system"	"G00-G98"	2344	4569805	51.3
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	16989	4569805	371.8
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	4374	4569805	95.7
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the digestive system"	"K00-K92"	1608	4569805	35.2
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	80	4569805	1.8
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	212	4569805	4.6
	"Alabama"	"01"	"2005"	"2005"	"Diseases of the genitourinary system"	"N00-N98"	1392	4569805	30.5
	"Alabama"	"01"	"2005"	"2005"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	12	4569805	0.3 (Unreliable)
	"Alabama"	"01"	"2005"	"2005"	"Certain conditions originating in the perinatal period"	"P00-P96"	282	4569805	6.2
	"Alabama"	"01"	"2005"	"2005"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	177	4569805	3.9
	"Alabama"	"01"	"2005"	"2005"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1307	4569805	28.6
	"Alabama"	"01"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	3493	4569805	76.4
"Total"	"Alabama"	"01"	"2005"	"2005"			47090	4569805	1030.5
	"Alabama"	"01"	"2006"	"2006"	"Certain infectious and parasitic diseases"	"A00-B99"	1312	4628981	28.3
	"Alabama"	"01"	"2006"	"2006"	"Neoplasms"	"C00-D48"	10125	4628981	218.7
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	224	4628981	4.8
	"Alabama"	"01"	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1894	4628981	40.9
	"Alabama"	"01"	"2006"	"2006"	"Mental and behavioural disorders"	"F01-F99"	1576	4628981	34.0
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	2368	4628981	51.2
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	16378	4628981	353.8
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	4111	4628981	88.8
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the digestive system"	"K00-K92"	1608	4628981	34.7
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	4628981	1.7
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	183	4628981	4.0
	"Alabama"	"01"	"2006"	"2006"	"Diseases of the genitourinary system"	"N00-N98"	1458	4628981	31.5
	"Alabama"	"01"	"2006"	"2006"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	4628981	0.2 (Unreliable)
	"Alabama"	"01"	"2006"	"2006"	"Certain conditions originating in the perinatal period"	"P00-P96"	290	4628981	6.3
	"Alabama"	"01"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	170	4628981	3.7
	"Alabama"	"01"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1502	4628981	32.4
	"Alabama"	"01"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	3686	4628981	79.6
"Total"	"Alabama"	"01"	"2006"	"2006"			46977	4628981	1014.8
	"Alabama"	"01"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	1241	4672840	26.6
	"Alabama"	"01"	"2007"	"2007"	"Neoplasms"	"C00-D48"	10255	4672840	219.5
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	176	4672840	3.8
	"Alabama"	"01"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1800	4672840	38.5
	"Alabama"	"01"	"2007"	"2007"	"Mental and behavioural disorders"	"F01-F99"	1648	4672840	35.3
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	2450	4672840	52.4
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	15786	4672840	337.8
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	4421	4672840	94.6
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	1617	4672840	34.6
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	71	4672840	1.5
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	258	4672840	5.5
	"Alabama"	"01"	"2007"	"2007"	"Diseases of the genitourinary system"	"N00-N98"	1341	4672840	28.7
	"Alabama"	"01"	"2007"	"2007"	"Certain conditions originating in the perinatal period"	"P00-P96"	310	4672840	6.6
	"Alabama"	"01"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	187	4672840	4.0
	"Alabama"	"01"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1371	4672840	29.3
	"Alabama"	"01"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	3759	4672840	80.4
"Total"	"Alabama"	"01"	"2007"	"2007"			46696	4672840	999.3
	"Alabama"	"01"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	1385	4718206	29.4
	"Alabama"	"01"	"2008"	"2008"	"Neoplasms"	"C00-D48"	10452	4718206	221.5
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	221	4718206	4.7
	"Alabama"	"01"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1850	4718206	39.2
	"Alabama"	"01"	"2008"	"2008"	"Mental and behavioural disorders"	"F01-F99"	1888	4718206	40.0
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	2490	4718206	52.8
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	15987	4718206	338.8
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	4600	4718206	97.5
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the digestive system"	"K00-K92"	1613	4718206	34.2
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	74	4718206	1.6
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	262	4718206	5.6
	"Alabama"	"01"	"2008"	"2008"	"Diseases of the genitourinary system"	"N00-N98"	1351	4718206	28.6
	"Alabama"	"01"	"2008"	"2008"	"Certain conditions originating in the perinatal period"	"P00-P96"	308	4718206	6.5
	"Alabama"	"01"	"2008"	"2008"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	172	4718206	3.6
	"Alabama"	"01"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1327	4718206	28.1
	"Alabama"	"01"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	3717	4718206	78.8
"Total"	"Alabama"	"01"	"2008"	"2008"			47707	4718206	1011.1
	"Alabama"	"01"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	1381	4757938	29.0
	"Alabama"	"01"	"2009"	"2009"	"Neoplasms"	"C00-D48"	10513	4757938	221.0
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	229	4757938	4.8
	"Alabama"	"01"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1761	4757938	37.0
	"Alabama"	"01"	"2009"	"2009"	"Mental and behavioural disorders"	"F01-F99"	1975	4757938	41.5
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	2538	4757938	53.3
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	15776	4757938	331.6
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	4711	4757938	99.0
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	1636	4757938	34.4
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	53	4757938	1.1
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	197	4757938	4.1
	"Alabama"	"01"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	1403	4757938	29.5
	"Alabama"	"01"	"2009"	"2009"	"Certain conditions originating in the perinatal period"	"P00-P96"	264	4757938	5.5
	"Alabama"	"01"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	153	4757938	3.2
	"Alabama"	"01"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1316	4757938	27.7
	"Alabama"	"01"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	3555	4757938	74.7
"Total"	"Alabama"	"01"	"2009"	"2009"			47470	4757938	997.7
	"Alabama"	"01"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	1358	4779736	28.4
	"Alabama"	"01"	"2010"	"2010"	"Neoplasms"	"C00-D48"	10429	4779736	218.2
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	184	4779736	3.8
	"Alabama"	"01"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1772	4779736	37.1
	"Alabama"	"01"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	2340	4779736	49.0
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	2539	4779736	53.1
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	15809	4779736	330.8
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	4862	4779736	101.7
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	1604	4779736	33.6
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	81	4779736	1.7
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	231	4779736	4.8
	"Alabama"	"01"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	1460	4779736	30.5
	"Alabama"	"01"	"2010"	"2010"	"Certain conditions originating in the perinatal period"	"P00-P96"	250	4779736	5.2
	"Alabama"	"01"	"2010"	"2010"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	158	4779736	3.3
	"Alabama"	"01"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1396	4779736	29.2
	"Alabama"	"01"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	3558	4779736	74.4
"Total"	"Alabama"	"01"	"2010"	"2010"			48038	4779736	1005.0
	"Alabama"	"01"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	1382	4799918	28.8
	"Alabama"	"01"	"2011"	"2011"	"Neoplasms"	"C00-D48"	10471	4799918	218.1
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	228	4799918	4.8
	"Alabama"	"01"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1782	4799918	37.1
	"Alabama"	"01"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	2490	4799918	51.9
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	2533	4799918	52.8
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	15577	4799918	324.5
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	4939	4799918	102.9
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	1689	4799918	35.2
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	81	4799918	1.7
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	229	4799918	4.8
	"Alabama"	"01"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	1301	4799918	27.1
	"Alabama"	"01"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	233	4799918	4.9
	"Alabama"	"01"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	158	4799918	3.3
	"Alabama"	"01"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1754	4799918	36.5
	"Alabama"	"01"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	3823	4799918	79.6
"Total"	"Alabama"	"01"	"2011"	"2011"			48681	4799918	1014.2
	"Alabama"	"01"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	1380	4815960	28.7
	"Alabama"	"01"	"2012"	"2012"	"Neoplasms"	"C00-D48"	10519	4815960	218.4
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	259	4815960	5.4
	"Alabama"	"01"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1810	4815960	37.6
	"Alabama"	"01"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	2861	4815960	59.4
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	2457	4815960	51.0
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	15722	4815960	326.5
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	5072	4815960	105.3
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	1772	4815960	36.8
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	77	4815960	1.6
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	245	4815960	5.1
	"Alabama"	"01"	"2012"	"2012"	"Diseases of the genitourinary system"	"N00-N98"	1368	4815960	28.4
	"Alabama"	"01"	"2012"	"2012"	"Certain conditions originating in the perinatal period"	"P00-P96"	246	4815960	5.1
